NAME,CEOinSent,in_train,pop_CEO
Warren Buffett,,True,True
Bill Gates,,True,False
Brian Sozzi,,True,False
Bill Gates,,True,False
Bill Gross,,True,False
Bill Gross,,True,False
Tim Cook,,True,True
Mark Zuckerberg,,True,True
Mark Zuckerberg,1,True,True
Marissa Mayer,,True,False
Marissa Mayer,1,True,False
Michael Bloomberg,,True,False
Michael Bloomberg,,True,False
Dennis Kozlowski,,True,False
William Conway,,True,False
William Conway,1,True,False
Janet Yellen,,True,False
Janet Yellen,,True,False
Janet Yellen,,True,False
Janet Yellen,,True,False
Mark Mobius,,True,False
Mark Mobius,,True,False
Mark Mobius,,True,False
Elon Musk,,True,True
Mike West,,True,False
Mike West,1,True,False
Mike West,,True,False
Mike West,,True,False
Jon Sundt,,True,False
Bill Gross,,True,False
Janet Yellen,,True,False
Josh Brown,,True,False
Mike Lynch,,True,False
Jeff Bezos,,True,True
Sheldon Adelson,,True,True
Sheldon Adelson,1,True,True
Dennis Kozlowski,,True,False
Dennis Kozlowski,1,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,1,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,,True,False
Mike Nudelman,,True,False
Steve Cohen,,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
David Einhorn,,True,False
Bill Ackman,,True,False
Mario Draghi,,True,False
Anthony Scaramucci,,True,False
Anthony Scaramucci,1,True,False
Adam Zoia,,True,False
Adam Zoia,1,True,False
Leigh Drogen,,True,False
Janet Yellen,,True,False
Bill Ackman,,True,False
Janet Yellen,,True,False
Janet Yellen,,True,False
Brian Sozzi,,True,False
Warren Buffett,,True,True
Elon Musk,,True,True
David Einhorn,,True,False
Marissa Mayer,,True,False
Carlos Rodriguez,,True,False
Carlos Rodriguez,1,True,False
Stephen Elop,,True,False
Stephen Elop,1,True,False
Marissa Mayer,,True,False
Marissa Mayer,1,True,False
Larry Robbins,,True,False
Larry Robbins,1,True,False
Marissa Mayer,,True,False
Marissa Mayer,1,True,False
Alan Mulally,,True,False
Alan Mulally,1,True,False
Steve Ballmer,,True,False
Steve Ballmer,1,True,False
Stephen Elop,,True,False
Stephen Elop,1,True,False
Bobby Lee,,True,False
Bobby Lee,1,True,False
Bill Gross,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,1,True,False
Edward Lampert,,True,False
Elon Musk,,True,True
Brian Sozzi,,True,False
Bill Gross,,True,False
Hartley Rogers,,True,False
Hartley Rogers,1,True,False
Mario Draghi,,True,False
Mario Draghi,,True,False
Mario Draghi,,True,False
Tim Cook,,True,True
Tim Cook,1,True,True
Jeff Zucker,,True,False
Roger Ailes,,True,False
Brian Walsh,,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
Jamie Dimon,,True,False
Eddie Lampert,,True,False
Jan Hatzius,,True,False
Janet Yellen,,True,False
Michael Jeffries,,True,False
Michael Jeffries,1,True,False
Edward Lampert,,True,False
Edward Lampert,1,True,False
Jan Hatzius,,True,False
Jan Hatzius,,True,False
Janet Yellen,,True,False
Janet Yellen,,True,False
Gregg Steinhafel,,True,False
Gregg Steinhafel,1,True,False
John Legere,,True,False
John Legere,1,True,False
Lowell McAdam,,True,False
Lowell McAdam,1,True,False
Dan Hesse,,True,False
Dan Hesse,1,True,False
Mike Nudelman,,True,False
Travis Kalanick,,True,False
Travis Kalanick,,True,False
Travis Kalanick,,True,False
Aaron Levie,,True,False
Travis Kalanick,,True,False
Travis Kalanick,,True,False
Travis Kalanick,,True,False
Steve Jobs,,True,False
Travis Kalanick,,True,False
Travis Kalanick,,True,False
Travis Kalanick,1,True,False
John Zimmer,,True,False
John Zimmer,1,True,False
Jeff Bezos,,True,True
Steve Jobs,,True,False
Travis Kalanick,,True,False
Bill Gates,,True,False
Steve Jobs,,True,False
Larry Ellison,,True,False
Michael Dell,,True,True
Larry Page,,True,False
Mark Zuckerberg,,True,True
Janet Yellen,,True,False
Janet Yellen,,True,False
Mohamed El-Erian,,True,False
David Einhorn,,True,False
Bill Ackman,,True,False
Dan Akerson,,True,False
Fritz Henderson,,True,False
Fritz Henderson,1,True,False
Rick Wagoner,,True,False
Rick Wagoner,1,True,False
Dan Akerson,,True,False
Dan Akerson,1,True,False
Mary Barra,,True,False
Alan Mulally,,True,False
Alan Mulally,1,True,False
Sergio Marchionne,,True,True
Mark Fields,,True,False
Dan Akerson,,True,False
Dan Akerson,1,True,False
Meg Whitman,,True,True
Meg Whitman,1,True,True
Patrick Byrne,,True,False
Patrick Byrne,1,True,False
Jeff Bezos,,True,True
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
David Marcus,,True,False
Jeff Bezos,,True,True
James Gorman,,True,False
James Gorman,1,True,False
Janet Yellen,,True,False
Jan Hatzius,,True,False
Christine Day,,True,False
Christine Day,1,True,False
Daniel Birnbaum,,True,False
Daniel Birnbaum,1,True,False
John Currie,,True,False
Paul Singer,,True,False
Bill Ackman,,True,False
Brian Sozzi,,True,False
John Currie,,True,False
Paul Wright,,True,False
Paul Wright,1,True,False
Jeff Gundlach,,True,False
Richard Bernstein,,True,False
Richard Bernstein,,True,False
Richard Bernstein,,True,False
Michael Bloomberg,,True,False
Janet Yellen,,True,False
Elon Musk,,True,True
Elon Musk,1,True,True
Tony Fadell,,True,False
Tony Fadell,,True,False
Leigh Drogen,,True,False
Elon Musk,,True,True
Mike Nudelman,,True,False
Richard Bernstein,,True,False
Tony Fadell,,True,False
Steve Jobs,,True,False
John Silvia,,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
Tony Fadell,,True,False
Richard Bernstein,,True,False
Richard Bernstein,,True,False
Mike Ullman,,True,False
Mike Ullman,1,True,False
Mike Nudelman,,True,False
Mike Nudelman,,True,False
Josh Brown,,True,False
Tony Fadell,,True,False
Jack Dorsey,,True,True
Tim Cook,,True,True
Tim Cook,1,True,True
Brian Moynihan,,True,True
Brian Moynihan,,True,True
Brian Moynihan,1,True,True
Tim Cook,,True,True
Tim Cook,1,True,True
Steve Jobs,,True,False
Mark Zuckerberg,,True,True
Dennis Kozlowski,,True,False
Dennis Kozlowski,1,True,False
Bill Ackman,,True,False
Brian Krzanich,,True,False
Brian Krzanich,1,True,False
Josh Brown,,True,False
Steve Cohen,,True,False
Bill Ackman,,True,False
Bill Ackman,,True,False
Tim Armstrong,,True,True
Marissa Mayer,,True,False
Marissa Mayer,1,True,False
Ron Johnson,,True,False
Ron Johnson,1,True,False
Brian Sozzi,,True,False
Ron Johnson,,True,False
Jan Hatzius,,True,False
Hubert Joly,,True,True
Hubert Joly,1,True,True
Brian Sozzi,,True,False
Jan Hatzius,,True,False
Michael Corbat,,True,True
Michael Corbat,1,True,True
Lloyd Blankfein,,True,True
Hubert Joly,,True,True
Hubert Joly,1,True,True
Brian Sozzi,,True,False
Mikhail Khodorkovsky,,True,False
Henry Kravis,,True,False
Henry Kravis,,True,False
Steve Jobs,,True,False
Mark Zuckerberg,,True,True
Janet Yellen,,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,1,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,,True,False
John Silvia,,True,False
Janet Yellen,,True,False
Brian Krzanich,,True,False
Brian Krzanich,1,True,False
Jeff Immelt,,True,False
Jeff Immelt,1,True,False
Alan Mulally,,True,False
Alan Mulally,1,True,False
Paul Maritz,,True,False
Paul Maritz,1,True,False
Tim Cook,,True,True
Tim Cook,1,True,True
Tim Cook,,True,True
Tim Cook,1,True,True
Ben van Beurden,,True,True
Ben van Beurden,1,True,True
Ben van Beurden,,True,True
Ben van Beurden,1,True,True
Tim Cook,,True,True
Tim Cook,1,True,True
Tim Cook,,True,True
Tim Cook,1,True,True
Makoto Kikuchi,,True,False
Makoto Kikuchi,1,True,False
Dennis Kozlowski,,True,False
Dennis Kozlowski,1,True,False
Barry Silbert,,True,False
Anshu Jain,,True,False
Anshu Jain,1,True,False
Juergen Fitschen,,True,False
Juergen Fitschen,1,True,False
Dwaine van Vuuren,,True,False
Dwaine van Vuuren,1,True,False
Dwaine van Vuuren,,True,False
Mike Nudelman,,True,False
Paul Galant,,True,False
Paul Galant,1,True,False
Henry Blodget,,True,False
Jack Welch,,True,False
Steve Jobs,,True,False
Chuck Prince,,True,False
Mario Draghi,,True,False
Brian Krzanich,,True,False
Brian Krzanich,1,True,False
Drew Houston,,True,False
Drew Houston,1,True,False
Drew Houston,,True,False
Kyle Bass,,True,False
Jeff Gundlach,,True,False
Jon Sundt,,True,False
Dan Greenhaus,,True,False
Janet Yellen,,True,False
Janet Yellen,,True,False
Ben van Beurden,,True,True
Ben van Beurden,1,True,True
Peter Voser,,True,False
Peter Voser,1,True,False
Jeff Gundlach,,True,False
Satoru Iwata,,True,False
Satoru Iwata,1,True,False
Jim Chanos,,True,False
Neuberger Berman,,True,False
Carlos Brito,,True,False
Carlos Brito,1,True,False
Anshu Jain,,True,False
Anshu Jain,1,True,False
Juergen Fitschen,,True,False
Juergen Fitschen,1,True,False
Lex Fenwick,,True,False
Lex Fenwick,1,True,False
Robert Thomson,,True,False
Robert Thomson,1,True,False
Bill Smead,,True,False
Mohamed El-Erian,,True,False
John S. Chen,,True,False
John S. Chen,1,True,False
Kyle Bass,,True,False
Daniel Loeb,,True,False
Peter Hans,,True,False
Peter Hans,1,True,False
Peter Hans,,True,False
Michael Diekmann,,True,False
Michael Diekmann,1,True,False
Douglas Hodge,,True,False
Douglas Hodge,1,True,False
Bill Gross,,True,False
Mohamed El-Erian,,True,False
Mohamed El-Erian,,True,False
Mohamed El-Erian,1,True,False
Mohamed El-Erian,,True,False
Mohamed El-Erian,1,True,False
Michael Diekmann,,True,False
Michael Diekmann,1,True,False
Douglas Hodge,,True,False
Douglas Hodge,1,True,False
Mohamed El-Erian,,True,False
Michael Diekmann,,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
Jamie Dimon,,True,False
Jamie Dimon,,True,False
Janet Yellen,,True,False
Mary Barra,,True,False
Mary Barra,1,True,False
Dan Akerson,,True,False
Dan Akerson,1,True,False
Bill Gross,,True,False
Janet Yellen,,True,False
Daniel Loeb,,True,False
Kyle Bass,,True,False
Andrew Liveris,,True,False
Andrew Liveris,1,True,False
Marissa Mayer,,True,False
Marissa Mayer,,True,False
Indra Nooyi,,True,False
Indra Nooyi,1,True,False
Jeff Bezos,,True,True
Bill Gates,,True,False
Bill Gates,,True,False
John Chambers,,True,False
John Chambers,1,True,False
Paul Jacobs,,True,False
Paul Jacobs,1,True,False
Elon Musk,,True,True
Elon Musk,1,True,True
Ginni Rometty,,True,False
Ginni Rometty,1,True,False
Richard Bernstein,,True,False
Richard Bernstein,1,True,False
John Donahoe,,True,False
John Donahoe,1,True,False
Robert Hanson,,True,False
Robert Hanson,1,True,False
Brian Sozzi,,True,False
Reed Hastings,,True,False
Reed Hastings,1,True,False
Bill Gross,,True,False
Bill Gross,1,True,False
Bill Gross,,True,False
Bill Gross,1,True,False
Mohamed El-Erian,,True,False
Mohamed El-Erian,1,True,False
Richard Bernstein,,True,False
Richard Bernstein,,True,False
James Gorman,,True,False
Warren Buffett,,True,True
Warren Buffett,,True,True
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Brian Sozzi,,True,False
Roger Ailes,,True,False
Roger Ailes,1,True,False
Bill Gates,,True,False
Josh Brown,,True,False
Jack Cuneo,,True,False
Jack Cuneo,1,True,False
Elon Musk,,True,True
Elon Musk,1,True,True
Warren Buffett,,True,True
Tony Fadell,,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
Victor Luis,,True,False
Victor Luis,1,True,False
Ray Dalio,,True,False
Ginni Rometty,,True,False
Ginni Rometty,1,True,False
Pony Ma,,True,False
Ray Dalio,,True,False
Jeffrey Gundlach,,True,False
Jim Chanos,,True,False
Jim Chanos,,True,False
Jan Hatzius,,True,False
Carlos Ghosn,,True,True
Carlos Ghosn,1,True,True
Barry Silbert,,True,False
Barry Silbert,1,True,False
Jeremy Liew,,True,False
Jeremy Liew,1,True,False
Fred Ehrsam,,True,False
Fred Ehrsam,1,True,False
Jeremy Allaire,,True,False
Jeremy Allaire,1,True,False
Robert Hanson,,True,False
Robert Hanson,1,True,False
Robert Hanson,,True,False
Robert Hanson,1,True,False
Dan Loeb,,True,False
Warren Buffett,,True,True
Warren Buffett,,True,True
Jan Hatzius,,True,False
Eddie Lampert,,True,False
Eddie Lampert,1,True,False
Tim Cook,,True,True
Tim Cook,,True,True
Reed Hastings,,True,False
Reed Hastings,1,True,False
Tim Cook,,True,True
Tim Cook,,True,True
Tim Cook,,True,True
Steve Jobs,,True,False
Tim Cook,,True,True
Steve Jobs,,True,False
Eric Schmidt,,True,False
Mohamed El-Erian,,True,False
Mohamed El-Erian,1,True,False
Bill Gross,,True,False
Paul Singer,,True,False
Tim Cook,,True,True
Jeff Bezos,,True,True
Larry Page,,True,False
Bill Ackman,,True,False
Jim Chanos,,True,False
Doug Oberhelman,,True,False
Doug Oberhelman,1,True,False
Jamie Dimon,,True,False
Stephen Elop,,True,False
Stephen Elop,1,True,False
Steve Ballmer,,True,False
Steve Ballmer,1,True,False
Don Thompson,,True,False
Don Thompson,1,True,False
Dan Loeb,,True,False
Paul Singer,,True,False
Jamie Dimon,,True,False
Jamie Dimon,,True,False
Warren Buffett,,True,True
Richard Ketchum,,True,False
Janet Yellen,,True,False
Bill Ackman,,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
Jamie Dimon,,True,False
Steve Jobs,,True,False
Bill Gates,,True,False
Lloyd Blankfein,,True,True
Lloyd Blankfein,1,True,True
Mark Benioff,,True,False
Mark Benioff,1,True,False
Steve Ballmer,,True,False
Steve Ballmer,1,True,False
Jamie Dimon,,True,False
Jamie Dimon,1,True,False
Lloyd Blankfein,,True,True
Eric Schmidt,,True,False
Henry Blodget,,True,False
Mohamed El-Erian,,True,False
Bill Gross,,True,False
John Donahoe,,True,False
John Donahoe,1,True,False
Larry Fink,,True,False
Mark Carney,,True,False
Mario Draghi,,True,False
Warren Buffett,,True,True
Nick Graham,,True,False
Nick Graham,,True,False
Nick Graham,1,True,False
Nick Graham,,True,False
Nick Graham,1,True,False
Carlos Ghosn,,True,True
Mark Mobius,,True,False
Mark Mobius,,True,False
Mark Mobius,,True,False
Steve Jobs,,True,False
Ray Dalio,,True,False
Mohamed El-Erian,,True,False
Mario Draghi,,True,False
Janet Yellen,,True,False
Janet Yellen,,True,False
Larry Fink,,True,False
Larry Fink,1,True,False
Joe Kaeser,,True,True
Joe Kaeser,1,True,True
Carlos Ghosn,,True,True
Janet Yellen,,True,False
Janet Yellen,,True,False
Mike Nudelman,,True,False
Mike Nudelman,1,True,False
Tim Cook,,True,True
Tim Cook,1,True,True
Tim Cook,,True,True
Tim Cook,,True,True
Bill Stiritz,,True,False
Bill Ackman,,True,False
Warren Buffett,,True,True
Charlie Shrem,,True,False
Charlie Shrem,1,True,False
Charlie Shrem,,True,False
Charlie Shrem,,True,False
Charlie Shrem,1,True,False
Charlie Shrem,,True,False
Charlie Shrem,1,True,False
Charlie Shrem,,True,False
Charlie Shrem,,True,False
Tim Cook,,True,True
Tim Cook,1,True,True
Ray Dalio,,True,False
Warren Buffett,,True,True
Larry Fink,,True,False
Larry Fink,1,True,False
Liz Ann Sonders,,True,False
Mark Tibergien,,True,False
Mark Tibergien,1,True,False
Charlie Shrem,,True,False
Patrick Byrne,,True,False
Patrick Byrne,1,True,False
Marissa Mayer,,True,False
Marissa Mayer,1,True,False
Marissa Mayer,,True,False
Marissa Mayer,1,True,False
Bill Ackman,,True,False
Charlie Shrem,,True,False
Tim Cook,,True,True
Tim Cook,1,True,True
Mike Nudelman,,True,False
Steve Jobs,,True,False
Steve Jobs,,True,False
Michael Jeffries,,True,False
Michael Jeffries,1,True,False
Brian Sozzi,,True,False
Michael Jeffries,,True,False
Michael Jeffries,1,True,False
Mike Jeffries,,True,False
Mike Jeffries,1,True,False
David Tepper,,True,False
David Tepper,,True,False
David Tepper,,True,False
Mohamed El-Erian,,True,False
Mike Nudelman,,True,False
Charlie Shrem,,True,False
Charlie Shrem,1,True,False
Fred Ehrsam,,True,False
Jeremy Allaire,,True,False
Jeremy Allaire,1,True,False
Mark Zuckerberg,,True,True
Mark Zuckerberg,1,True,True
Mark Zuckerberg,,True,True
Mark Zuckerberg,1,True,True
Mark Zuckerberg,,True,True
Mark Zuckerberg,1,True,True
Jan Hatzius,,True,False
Andy Russell,,True,False
Andy Russell,1,True,False
John Mack,,True,False
John Mack,1,True,False
Janet Yellen,,True,False
Anand Nallathambi,,True,False
Anand Nallathambi,1,True,False
Mark Mobius,,True,False
Steve Cohen,,True,False
Bill Ackman,,True,False
Patrick Byrne,,True,False
Patrick Byrne,1,True,False
Peter Schiff,,True,False
Fujio Mitarai,,True,False
Fujio Mitarai,1,True,False
Satoru Iwata,,True,False
Janet Yellen,,True,False
Janet Yellen,,True,False
Jeff Bezos,,True,True
Jeff Bezos,1,True,True
Jeff Bezos,,True,True
Larry Page,,True,False
Larry Page,1,True,False
Ron Johnson,,True,False
Ron Johnson,1,True,False
Brian Sozzi,,True,False
Charlie Scharf,,True,False
Charlie Scharf,1,True,False
Mark Zuckerberg,,True,True
Mark Zuckerberg,1,True,True
Mark Zuckerberg,,True,True
Larry Page,,True,False
Larry Page,1,True,False
